-0.054647	0.060218	-0.111619	0.084411	-0.039258	0.130036	-0.048769	-0.054695	0.121071	0.059787	0.066812	-0.032214	-0.123026	0.057019	0.021340	0.072384	0.050060	0.047641	-0.007636	0.100601	-0.064236	-0.074178	0.046010	0.006071	-0.029530	-0.070838	0.078824	0.062861	-0.055103	0.061052	0.114513	-0.063105	0.052713	0.114619	-0.034685	0.063258	0.099463	0.154172	0.028019	0.004696	0.079119	0.027822	0.064289	-0.064303	-0.047403	0.061444	0.085243	-0.121326	0.014229	0.008544	-0.076677	0.063833	-0.092576	0.051158	0.090275	-0.102180	0.011374	0.027533	-0.038627	0.042079	-0.002265	0.021020	0.035353	0.096207	0.064256	0.034434	0.070552	0.021101	-0.090005	-0.087080	0.059498	-0.049529	0.019216	0.042169	-0.006612	0.057932	-0.076901	0.071192	-0.028213	0.067933	0.061843	-0.047119	-0.122500	0.062403	0.057007	0.042104	-0.085038	0.087545	0.076449	-0.116353	-0.055506	-0.129874	0.046063	-0.100210	-0.120522	0.043888	-0.032156	0.142907	-0.039157	-0.070228	
0.019079	0.120689	-0.125742	-0.041893	-0.153613	0.023774	-0.157141	0.110989	0.100170	0.067476	0.065520	0.116733	-0.059697	0.076485	0.048610	0.017596	0.020056	0.064047	0.002682	0.031314	-0.014088	-0.085932	-0.072108	0.037389	-0.023238	-0.069191	0.070387	-0.000810	-0.092213	0.106216	0.036315	-0.116069	-0.089005	0.034378	0.027680	0.072355	0.086911	0.099097	0.097891	0.002288	0.088874	-0.027828	0.042795	-0.003820	-0.014908	-0.092031	0.111473	-0.114478	-0.019715	0.141179	0.040573	0.041107	-0.168020	-0.039411	0.132159	-0.050620	-0.080927	0.075019	0.095650	0.077724	0.014869	-0.006495	0.088498	0.120775	0.071872	-0.011412	0.139744	0.025366	-0.028621	-0.127611	-0.078742	-0.161101	0.122931	0.004446	-0.084451	0.124592	-0.047999	-0.041429	0.087062	0.064352	0.041757	0.021265	-0.094928	0.076063	0.136873	-0.041940	0.038827	0.038031	-0.030053	-0.108567	-0.037730	-0.051392	-0.122483	0.004360	-0.120096	0.100616	-0.050484	0.099193	0.065636	-0.130325	
0.147392	-0.012395	-0.030328	0.052073	0.027188	-0.164895	-0.080925	0.164257	-0.027007	-0.040187	0.012591	0.034974	-0.020796	-0.065353	-0.089841	0.060519	-0.123412	-0.017693	-0.103714	-0.081856	0.125509	-0.026788	-0.130329	-0.136726	-0.073276	-0.063770	0.069161	-0.108411	-0.026470	-0.038551	0.029103	0.000052	-0.182183	0.024848	0.042514	-0.103162	0.085122	0.080705	0.131197	0.154021	-0.051914	0.043411	0.024181	0.080078	-0.047310	-0.012465	0.003181	0.003685	0.072778	0.051180	0.018792	-0.041425	-0.060243	-0.131588	0.090811	-0.036238	-0.067871	-0.074845	0.189408	-0.032218	0.034001	-0.108870	-0.083909	0.070428	0.067654	-0.142665	0.140172	-0.016468	0.000198	0.071120	-0.083121	0.037103	0.159115	0.014101	-0.098319	0.026158	0.109802	-0.007287	0.184061	0.030552	-0.008861	0.089594	0.049669	-0.051004	0.122953	0.018814	0.056563	-0.057122	-0.002071	0.011932	0.052106	0.113795	-0.021590	0.023360	-0.045183	0.016327	-0.172138	0.029051	0.151141	-0.046300	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
0.083179	-0.069051	-0.107608	0.182570	0.095470	-0.080130	-0.015321	0.124302	0.051012	0.059423	0.098206	-0.071904	-0.148955	-0.048733	-0.024016	0.183579	-0.051375	0.004994	-0.024062	-0.014003	0.104375	-0.052144	-0.034993	-0.046375	-0.029831	-0.149119	0.173539	-0.098223	-0.101442	-0.059777	0.137533	-0.017959	-0.151717	0.144957	-0.016422	-0.072410	0.137649	0.181751	0.160950	0.062078	-0.023020	-0.088424	0.104394	0.097570	-0.183604	-0.005959	0.009645	-0.086141	0.067612	-0.000337	0.028734	-0.056644	-0.046434	-0.058949	0.010816	-0.133632	0.040560	-0.063571	0.184531	0.091953	-0.071971	-0.028689	-0.075061	0.035668	0.175222	-0.050901	0.145182	0.008919	-0.093316	0.149177	0.005213	0.170773	0.136443	0.090845	0.002687	-0.025531	0.023607	0.151447	0.096059	0.105700	0.088588	0.012835	-0.008815	-0.016694	0.075139	0.076312	0.038573	0.028036	0.138204	-0.057218	-0.021706	0.037308	0.108970	-0.100125	-0.071170	-0.038172	-0.163439	0.024753	0.211110	-0.071827	
0.053742	-0.023036	0.001775	-0.028178	0.038111	-0.120929	-0.094382	0.157467	0.013621	-0.059224	-0.074843	0.051890	0.041150	-0.039344	-0.039855	-0.019350	-0.116893	-0.057121	0.019597	-0.026133	0.068661	-0.003317	-0.027249	-0.083305	-0.086602	-0.058652	-0.049032	-0.025808	-0.000736	-0.016892	-0.036459	0.044012	-0.078746	-0.044947	0.076161	-0.029542	0.011995	0.004947	0.011728	0.091718	0.022460	0.054355	0.017618	-0.064182	0.013267	0.053950	0.046406	-0.015414	0.063716	0.095344	0.006472	-0.001452	-0.033092	-0.129309	0.027362	-0.032518	-0.069489	-0.073512	0.082594	0.063086	0.099331	-0.103701	-0.080091	0.029018	-0.005790	-0.138700	0.108568	-0.066309	0.067648	0.014727	-0.114918	-0.023616	0.095077	0.056350	-0.124974	-0.017799	0.106008	-0.063875	0.156206	-0.026493	-0.048046	0.101862	0.073231	-0.004089	0.149181	-0.025409	0.080881	0.025554	-0.074169	0.059557	0.057464	0.043300	-0.062268	0.083526	0.019331	0.108609	-0.171023	0.087483	0.046308	-0.008652	
-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	-nan	
-0.098789	0.086566	-0.173771	-0.088773	-0.062496	0.027601	-0.028807	0.075040	0.083030	0.128765	0.013490	0.023758	-0.060852	0.039891	0.069579	-0.057466	0.086782	0.034320	0.135036	0.032893	-0.049369	-0.005571	0.045519	0.157062	0.000560	-0.050419	-0.004946	0.068516	-0.172899	0.073304	0.037408	-0.107467	0.001334	0.027208	-0.001523	0.067462	0.031212	0.059461	0.056766	-0.189229	0.055638	-0.167265	0.041902	-0.098468	-0.020173	0.031468	0.043511	-0.126824	-0.033156	0.038125	0.056702	0.047909	-0.083557	0.041725	-0.045424	-0.054770	0.114389	0.079111	-0.007397	0.213844	-0.000740	0.090944	0.059745	0.040227	0.036182	0.078938	0.077484	-0.025712	-0.022497	-0.054248	0.003419	-0.033596	0.037609	0.110892	-0.017458	0.066042	-0.116135	0.058339	-0.073185	0.000655	0.060177	-0.019031	-0.088634	0.031652	0.032850	0.010834	0.042007	0.156395	-0.032315	-0.045827	-0.035298	-0.056930	-0.025648	-0.062141	-0.020961	0.100961	-0.041050	0.117481	0.044584	0.007981	
0.016803	-0.074220	-0.095242	0.072502	0.107011	-0.069152	-0.041814	0.119654	0.063714	0.031652	-0.009409	-0.054054	-0.064781	-0.042144	-0.021492	0.079412	-0.058684	-0.039185	0.080511	-0.003216	0.074285	-0.030282	0.042048	-0.021824	-0.048712	-0.126730	0.038746	-0.008169	-0.093561	-0.000544	0.054235	0.009572	-0.062254	0.050196	0.029800	-0.023020	0.049988	0.094244	0.079730	0.003966	0.018245	-0.043360	0.088418	-0.058225	-0.085722	0.079786	0.045495	-0.104230	0.068931	0.018666	0.028903	-0.018346	-0.047868	-0.062320	-0.029608	-0.119962	0.065991	-0.052464	0.077590	0.155332	-0.006660	-0.036584	-0.094313	-0.003298	0.081553	-0.066504	0.119935	-0.030959	-0.009179	0.068808	-0.004844	0.127678	0.082437	0.147053	-0.035801	-0.062370	0.029853	0.094110	0.068584	0.026577	0.048264	0.038306	0.021643	0.006302	0.102972	0.066935	0.049086	0.129010	0.060334	0.008777	0.027060	0.014441	0.067350	-0.050781	-0.018577	0.060315	-0.172005	0.084598	0.093482	0.000858	
0.046587	-0.049278	-0.151390	-0.000677	0.062923	-0.046234	-0.076434	0.092077	0.113835	0.022868	0.099169	0.013765	-0.106715	-0.003643	0.006556	0.060309	-0.050040	0.023094	0.082112	-0.017639	0.029724	-0.082446	-0.011831	-0.032554	-0.012942	-0.050769	0.125443	0.049368	-0.124474	-0.027710	0.082549	-0.014922	-0.018110	0.082363	0.083445	-0.002429	0.114725	0.117751	0.109033	0.023535	0.056166	-0.032427	0.063427	0.030807	-0.051840	0.051601	0.070657	-0.065846	0.051567	0.077517	0.006774	-0.032079	-0.126001	-0.061190	0.020581	-0.125761	0.032286	-0.031713	0.056555	0.147676	-0.059478	-0.017063	-0.076005	0.044010	0.055540	-0.033038	0.101736	-0.001260	-0.083851	0.040024	-0.051914	0.023394	0.066767	0.061156	-0.068731	-0.007477	0.002979	0.094093	0.078261	0.028649	0.074177	0.044477	-0.035987	0.045331	0.119107	0.065032	0.057515	0.127041	0.040288	-0.082184	-0.012255	-0.008971	-0.003925	-0.033072	-0.101661	0.037437	-0.131334	0.050485	0.064342	-0.023782	
-0.064711	-0.017148	-0.104954	0.029450	0.046803	-0.026193	0.028260	0.062951	0.065617	0.099225	0.000726	-0.087538	-0.077567	0.023532	0.059584	0.002618	0.007780	-0.029716	-0.010729	-0.074593	0.079704	-0.019540	0.027391	0.033820	-0.024966	-0.020525	0.000038	0.051114	-0.103403	0.004296	0.008628	-0.023348	-0.046067	-0.002992	-0.054509	-0.006923	0.013098	0.015921	0.029664	-0.062163	-0.001379	-0.048049	0.022316	-0.084958	0.025667	0.090990	-0.029534	-0.055112	0.012806	-0.041335	0.009550	0.044099	-0.025278	0.030953	-0.073327	-0.087634	0.136494	0.004338	0.010903	0.089531	-0.045726	0.007026	-0.052854	0.003472	0.007745	-0.000460	0.035892	-0.036311	-0.036707	0.076089	0.050118	0.100754	0.040809	0.151406	-0.009407	-0.024396	-0.023239	0.085420	-0.040107	0.006248	0.039771	-0.007335	-0.025840	-0.004961	0.043327	0.062073	-0.029430	0.102054	0.029919	-0.012496	0.080364	0.044563	0.080184	-0.088795	-0.043810	0.031035	-0.045471	0.048273	0.027158	0.042947	
